Nombre,Departamento,Asignaturas,Horario de Tutorías,URL
Enrique González Marín,Departamento de Electrónica y Tecnología de Computadores,Grado en Física: Electrónica Física; Grado en Ingeniería de Tecnologías de Telecomunicación: Análisis de Circuitos; Grado en Ingeniería Electrónica Industrial: Electrónica Básica,DíaHorarioLugarLunes11:00 - 14:00Facultad de Ciencias. Departamento de Electrónica. Despacho 8Martes11:00 - 14:00Facultad de Ciencias. Departamento de Electrónica. Despacho 8,https://etsiit.ugr.es/la-escuela/directorio-personal/enrique-gonzalez-marin
Antonio González Muñoz,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Inteligencia Artificial; Grado en Ingeniería Informática: Técnicas de los Sistemas Inteligentes (Optativa Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Técnicas de los Sistemas Inteligentes (Especialidad Computación y Sistemas Inteligentes),Primer semestreDíaHorarioLugarMartes9:00 - 12:001D1 (Ugr-Ai)Miércoles9:00 - 12:001D1 (Ugr-Ai)Segundo semestreDíaHorarioLugarLunes8:30 - 9:30D40 (Etsiit)Lunes11:30 - 13:30D40 (Etsiit)Martes15:30 - 17:30D40 (Etsiit)Jueves8:30 - 9:30D40 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-gonzalez-munoz
Jesús González Peñalver,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Sistemas Empotrados (Especialidad Ingeniería de Computadores); Grado en Ingeniería Informática: Sistemas Empotrados (Optativa Ingeniería de Computadores); Grado en Ingeniería Informática: Tecnología y Organización de Computadores,DíaHorarioLugarLunes11:30 - 13:30EtsiitMartes11:30 - 13:30EtsiitMiércoles11:30 - 13:30Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/jesus-gonzalez-penalver
Juan Carlos González Quesada,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Enfermería: TIC en Cuidados de Salud y Metodología de la Investigación; Grado en Ingeniería Informática: Estructura de Datos,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-carlos-gonzalez-quesada
David Griol Barres,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática y Matemáticas: Fundamentos del Software,Primer semestreDíaHorarioLugarMartes10:30 - 13:30Despacho 23 3ªplanta EtsiitMiércoles10:30 - 13:30Despacho 23 3ªplanta EtsiitSegundo semestreDíaHorarioLugarMartes10:30 - 13:30Despacho 23 3ªplanta EtsiitMiércoles10:30 - 13:30Despacho 23 3ªplanta Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/david-griol-barres
Alberto Guillén Perales,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería Informática: Ingeniería de Servidores,DíaHorarioLugarMartes9:00 - 11:30EtsiitMartes16:30 - 17:30EtsiitJueves10:00 - 13:00Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/alberto-guillen-perales
José María Guirao Miras,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Desarrollo de Aplicaciones para Internet (Especialidad Tecnologías de la Información); Grado en Ingeniería Informática: Desarrollo de Aplicaciones para Internet (Optativa de la Especialidad Tecnologías de la Información); Grado en Ingeniería Informática y Matemáticas: Desarrollo de Aplicaciones para Internet,Primer semestreDíaHorarioLugarLunes9:30 - 12:30Etsiit 3ª Planta Despacho 28Miércoles9:30 - 12:30Etsiit 3ª Planta Despacho 28Segundo semestreDíaHorarioLugarLunes9:30 - 12:30Etsiit 3ª Planta Despacho 28Miércoles9:30 - 12:30Etsiit 3ª Planta Despacho 28,https://etsiit.ugr.es/la-escuela/directorio-personal/jose-maria-guirao-miras
Marina Hernández Bautista,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Modelos de Computación; Grado en Ingeniería Informática: Ingeniería de Sistemas de Información (Especialidad Sistemas de Información); Grado en Ingeniería Informática: Ingeniería de Sistemas de Información (Optativa Especialidad Sistemas de Información); Grado en Ingeniería Informática: Modelos de Computación; Grado en Ingeniería Informática y Matemáticas: Ingeniería de Sistemas de Información,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/marina-hernandez-bautista
Alejandro Hernández Segura,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Sistemas Lineales,DíaHorarioLugarMiércoles11:30 - 13:00Desp. 0.1 Edf. Auxiliar Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/alejandro-hernandez-segura
Francisco Herrera Triguero,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Inteligencia Artificial; Grado en Ingeniería Informática: Aprendizaje Automático  (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Aprendizaje Automático (Optativa Especialidad Computación  y Sistemas Inteligentes); Grado en Ingeniería Informática: Metaheurísticas  (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Metaheurísticas (Optativa Especialidad Computación  y Sistemas Inteligentes); Grado en Ingeniería Informática y Matemáticas: Inteligencia Artificial,Primer semestreDíaHorarioLugarMartes8:00 - 14:00D34 (Etsiit)Segundo semestreDíaHorarioLugarMartes8:00 - 14:00D34 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-herrera-triguero
Rebeca Victoria Herrero Hahn,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Análisis de Circuitos; Grado en Ingeniería Electrónica Industrial: Electrónica Básica,"DíaHorarioLugarMartes10:00 - 13:00Facultad de Ciencias, Departamento de Electrónica, Despacho 11Jueves10:00 - 13:00Facultad de Ciencias, Departamento de Electrónica, Despacho 11",https://etsiit.ugr.es/la-escuela/directorio-personal/rebeca-victoria-herrero-hahn
Juan Antonio Holgado Terriza,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería de Tecnologías de Telecomunicación: Programación de Sistemas Empotrados y de Tiempo Real,Primer semestreDíaHorarioLugarLunes10:30 - 13:30Etsiit Despacho 13 3ª PlaMiércoles10:30 - 13:30Etsiit Despacho 13 3ª PlaSegundo semestreDíaHorarioLugarLunes13:30 - 14:30Etsiit Despacho 13 3ª PlaViernes13:30 - 14:30Etsiit Despacho 13 3ª Pla,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-antonio-holgado-terriza
Juan Francisco Huete Guadix,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Algorítmica; Grado en Ingeniería Informática: Recuperación de Información (Especialidad Sistemas de Información); Grado en Ingeniería Informática: Recuperación de Información (Optativa Especialidad Sistemas de Información); Grado en Ingeniería Informática y Matemáticas: Recuperación de Información,Primer semestreDíaHorarioLugarMartes10:30 - 13:30D21 (Etsiit)Miércoles10:30 - 13:30D21 (Etsiit)Segundo semestreDíaHorarioLugarLunes10:00 - 13:00D21 (Etsiit)Jueves10:00 - 13:00D21 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/juan-francisco-huete-guadix
María del Pilar Ibarrondo Dávila,Departamento de Economía Financiera y Contabilidad,Grado en Administración y Dirección de Empresas y Derecho: Contabilidad y Gestión; Grado en Edificación y Administración y Dirección de Empresas: Contabilidad de Gestión; Grado en Finanzas y Contabilidad: Contabilidad de Gestión Avanzada; Grado en Ingeniería Informática y Administración y Dirección de Empresas: Contabilidad de Gestión; Grado en Ingeniería Civil y Administración y Dirección de Empresas: Contabilidad de Gestión,Primer semestreDíaHorarioLugarJueves8:00 - 8:30A 311Jueves12:30 - 15:00A 311Viernes8:00 - 8:30A 311Viernes10:30 - 12:30A 311Viernes14:30 - 15:00A 311Segundo semestreDíaHorarioLugarMartes9:30 - 12:30A 311Miércoles9:30 - 12:30A 311,https://etsiit.ugr.es/la-escuela/directorio-personal/maria-del-pilar-ibarrondo-davila
Juan Luis Jiménez Laredo,"Departamento de Ingeniería de Computadores, Automática y Robótica",Grado en Ingeniería de Tecnologías de Telecomunicación: Fundamentos de Informática; Grado en Ingeniería Informática: Arquitectura de Computadores; Grado en Ingeniería Informática: Ingeniería de Servidores; Grado en Ingeniería Informática: Servidores Web de Altas Prestaciones (Especialidadtecnologías de la Información),DíaHorarioLugarMiércoles11:00 - 12:00Despacho 1.4-Edif.Auxiliar EtsiitViernes11:00 - 12:00Despacho 1.4-Edif.Auxiliar Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/juan-luis-jimenez-laredo
José Antonio Jiménez Madrid,Departamento de Álgebra,Grado en Ingeniería Informática y Administración y Dirección de Empresas: Lógica y Métodos Discretos; Grado en Ingeniería Informática: Álgebra Lineal y Estructuras Matemáticas; Grado en Ingeniería Informática: Lógica y Métodos Discretos,Primer semestreDíaHorarioLugarLunes8:30 - 11:30Desp. 13 EtsiitMartes10:30 - 13:30Desp. 13 EtsiitSegundo semestreDíaHorarioLugarLunes8:30 - 11:30Desp. 13 EtsiitMartes10:30 - 13:30Desp. 13 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/jose-antonio-jimenez-madrid
Francisco Jiménez Molinos,Departamento de Electrónica y Tecnología de Computadores,Grado en Ingeniería de Tecnologías de Telecomunicación: Componentes y Circuitos Electrónicos,Primer semestreDíaHorarioLugarJueves8:00 - 14:00Facultad de Ciencias. Depart Electronica. Despacho 5Segundo semestreDíaHorarioLugarJueves10:00 - 14:00Facultad de Ciencias. Depart Electronica. Despacho 5Jueves16:30 - 17:30Aula 3.10 EtsiitJueves19:30 - 20:30Aula 3.10 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-jimenez-molinos
Marios Kountouris,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Aprendizaje Automático  (Especialidad Computación y Sistemas Inteligentes); Grado en Ingeniería Informática: Inteligencia Artificial; Grado en Ingeniería Informática y Matemáticas: Modelos de Computación,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/marios-kountouris
Miguel Lastra Leidinger,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Sistemas Concurrentes y Distribuidos; Grado en Ingeniería Informática: Sistemas Operativos; Grado en Ingeniería Informática y Matemáticas: Programación y Diseño Orientado a Objetos,Primer semestreDíaHorarioLugarLunes11:30 - 12:30Etsiit 3ª P Despacho 33Miércoles10:30 - 13:30Etsiit 3ª P Despacho 33Viernes11:30 - 13:30Etsiit 3ª P Despacho 33Segundo semestreDíaHorarioLugarMiércoles11:30 - 13:30Etsiit 3ª P Despacho 33Jueves9:30 - 11:30Etsiit 3ª P Despacho 33Viernes10:30 - 12:30Etsiit 3ª P Despacho 33,https://etsiit.ugr.es/la-escuela/directorio-personal/miguel-lastra-leidinger
Alejandro José León Salas,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Sistemas Operativos; Grado en Ingeniería Informática y Matemáticas: Sistemas Operativos,Primer semestreDíaHorarioLugarLunes12:30 - 13:30Etsiit 3ª P Despacho 19Jueves8:30 - 10:30Etsiit 3ª P Despacho 19Segundo semestreDíaHorarioLugarJueves17:30 - 18:30Etsiit 3ª P Despacho 19Viernes8:30 - 13:30Etsiit 3ª P Despacho 19,https://etsiit.ugr.es/la-escuela/directorio-personal/alejandro-jose-leon-salas
Luis López Escudero,Departamento de Lenguajes y Sistemas Informáticos,Grado en Ingeniería Informática: Desarrollo de Sistemas Distribuidos  (Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Informática Gráfica; Grado en Ingeniería Informática: Sistemas de Información Basados en Web (Especialidad Ingeniería del Software); Grado en Ingeniería Informática: Sistemas Operativos,Primer semestreDíaHorarioLugarJueves12:00 - 14:00Despacho I1.14 CiticJueves15:30 - 17:30Despacho I1.14 CiticViernes12:00 - 14:00Despacho I1.14 CiticSegundo semestreDíaHorarioLugarMiércoles12:00 - 14:00Despacho I1.14 CiticMiércoles15:30 - 17:30Despacho I1.14 CiticJueves15:30 - 17:30Despacho I1.14 Citic,https://etsiit.ugr.es/la-escuela/directorio-personal/luis-lopez-escudero
Iván López Espejo,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Señales Digitales; Grado en Ingeniería de Tecnologías de Telecomunicación: Tratamiento Digital de Señales (Especialidad Sistemas de Telecomunicación); Grado en Ingeniería Electrónica Industrial: Tratamiento de Señales para Procesos Industriales,DíaHorarioLugarLunes15:00 - 17:30Desp. 0.1 Edf. Auxiliar Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/ivan-lopez-espejo
Antonio López Fernández,Departamento de Lenguajes y Sistemas Informáticos,Grado en Bellas Artes: Creación Multimedia Interactiva; Grado en Ingeniería Informática: Informática Gráfica,"Primer semestreDíaHorarioLugarLunes17:30 - 20:30Etsiit 3ª Planta Despacho 5Miércoles16:30 - 17:30Etsiit 3ª Planta Despacho 5Jueves18:30 - 20:30Etsiit 3ª Planta Despacho 5Segundo semestreDíaHorarioLugarMiércoles17:30 - 18:30Facultad de Bellas Artes, Aula Informática IMiércoles20:30 - 21:30Facultad de Bellas Artes, Aula Informática IJueves17:30 - 21:30Etsiit 3ª Planta Despacho 5",https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-lopez-fernandez
José Luis López Fernández,Departamento de Matemática Aplicada,Grado en Ingeniería Informática y Matemáticas: Modelos Matemáticos I; Grado en Ingeniería Química: Matemáticas II; Grado en Matemáticas: Ecuaciones Diferenciales en Mecánica y Biología; Grado en Matemáticas: Modelos Matemáticos II,No disponible,https://etsiit.ugr.es/la-escuela/directorio-personal/jose-luis-lopez-fernandez
David López García,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Teoría de la Comunicación,DíaHorarioLugarMartes10:00 - 12:00Sala de Profesores Externos de la Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/david-lopez-garcia
Miguel Ángel López Gordo,"Departamento de Teoría de la Señal, Telemática y Comunicaciones",Grado en Ingeniería de Tecnologías de Telecomunicación: Laboratorio de Telemática,DíaHorarioLugarLunes8:30 - 13:30Desp. 2.22 EtsiitMartes14:30 - 15:30Desp. 2.22 Etsiit,https://etsiit.ugr.es/la-escuela/directorio-personal/miguel-angel-lopez-gordo
Antonio Gabriel López Herrera,Departamento de Ciencias de la Computación e Inteligencia Artificial,Grado en Ingeniería Informática: Diseño y Desarrollo de Sistemas de Información; Grado en Ingeniería Informática: Fundamentos de Bases de Datos,Primer semestreDíaHorarioLugarJueves19:30 - 20:30D01 (Etsiit)Viernes9:00 - 14:00D01 (Etsiit)Segundo semestreDíaHorarioLugarMiércoles9:00 - 11:30D01 (Etsiit)Miércoles12:30 - 13:30D01 (Etsiit)Viernes9:00 - 11:30D01 (Etsiit),https://etsiit.ugr.es/la-escuela/directorio-personal/antonio-gabriel-lopez-herrera
Francisco Juan López Martín,Departamento de Organización de Empresas II,"Grado en Economía: Fundamentos de Dirección y Administración de Empresas; Grado en Finanzas y Contabilidad: Fundamentos de Direcc. y Administr. Empresas; Grado en Ingeniería Informática: Creación de Empresas y Gestión Emprendedora; Grado en Ingeniería Informática: Ingeniería, Empresa y Sociedad",Primer semestreDíaHorarioLugarMartes17:30 - 19:30Desp B221 Facultad CceeJueves9:30 - 13:30Desp B221 Facultad CceeSegundo semestreDíaHorarioLugarMiércoles10:30 - 12:30Desp 15 3ª EtsiitJueves9:30 - 13:30Desp B221 Facultad Ccee,https://etsiit.ugr.es/la-escuela/directorio-personal/francisco-juan-lopez-martin
